datetime,open,high,low,close
2019-02-15 15:32:00,41.6745,41.744,41.6745,41.729
2019-02-15 15:33:00,41.729,41.8125,41.7265,41.81
2019-02-15 15:34:00,41.8115,41.8245,41.783,41.8135
2019-02-15 15:35:00,41.818,41.855,41.789,41.789
2019-02-15 15:36:00,41.784,41.8305,41.772,41.804
2019-02-15 15:37:00,41.8045,41.823,41.7955,41.8225
2019-02-15 15:38:00,41.822,41.8555,41.8215,41.851
2019-02-15 15:39:00,41.851,41.8555,41.804,41.8265
2019-02-15 15:40:00,41.8195,41.825,41.7835,41.7895
2019-02-15 15:41:00,41.802,41.8115,41.7955,41.8095
2019-02-15 15:42:00,41.8095,41.839,41.802,41.802
2019-02-15 15:43:00,41.8015,41.8205,41.7915,41.812
2019-02-15 15:44:00,41.8115,41.8145,41.7965,41.808
2019-02-15 15:45:00,41.808,41.8345,41.808,41.833
2019-02-15 15:46:00,41.833,41.845,41.833,41.838
2019-02-15 15:47:00,41.838,41.8445,41.8365,41.8445
2019-02-15 15:48:00,41.8445,41.854,41.8375,41.842
2019-02-15 15:49:00,41.842,41.8725,41.842,41.872
2019-02-15 15:50:00,41.8725,41.8855,41.86,41.8795
2019-02-15 15:51:00,41.8795,41.8895,41.8715,41.8735
2019-02-15 15:52:00,41.8735,41.8875,41.842,41.8735
2019-02-15 15:53:00,41.8735,41.9245,41.8735,41.8965
2019-02-15 15:54:00,41.8965,41.8985,41.8825,41.8825
2019-02-15 15:55:00,41.8825,41.8935,41.8665,41.8855
2019-02-15 15:56:00,41.8875,42.0085,41.8875,41.9755
2019-02-15 15:57:00,41.9645,42.036,41.9555,41.978
2019-02-15 15:58:00,41.966,41.9765,41.93,41.94
2019-02-15 15:59:00,41.9395,41.956,41.8905,41.9555
2019-02-15 16:00:00,41.942,41.942,41.9415,41.9415
2019-02-15 16:03:30,41.942,42.004,41.9415,41.9675
2019-02-15 16:04:00,41.967,42.0625,41.939,42.0295
2019-02-15 16:05:00,42.0295,42.3005,42.0295,42.218
2019-02-15 16:06:00,42.2175,42.2175,42.069,42.1125
2019-02-15 16:07:00,42.1365,42.1655,42.1305,42.134
2019-02-15 16:08:00,42.1335,42.201,42.087,42.1145
2019-02-15 16:09:00,42.115,42.115,42.0785,42.0995
2019-02-15 16:10:00,42.0995,42.105,42.048,42.1045
2019-02-15 16:11:01,42.1045,42.1045,42.071,42.0765
2019-02-15 16:12:00,42.077,42.087,42.065,42.0785
2019-02-15 16:13:00,42.0785,42.1025,42.053,42.1025
2019-02-15 16:14:00,42.078,42.105,42.0765,42.082
2019-02-15 16:15:00,42.0815,42.091,42.026,42.0595
2019-02-15 16:16:00,42.054,42.1225,42.054,42.0585
2019-02-15 16:17:00,42.0585,42.0695,42.0335,42.0335
2019-02-15 16:18:00,42.0295,42.0385,41.9695,41.998
2019-02-15 16:19:00,41.998,42.0145,41.9605,42.0075
2019-02-15 16:20:00,42.0075,42.024,41.9625,41.974
2019-02-15 16:21:00,41.9735,41.9905,41.9605,41.98
2019-02-15 16:22:00,41.966,41.9755,41.9385,41.9585
2019-02-15 16:23:00,41.9585,41.968,41.946,41.955
2019-02-15 16:24:00,41.955,41.9555,41.926,41.926
2019-02-15 16:25:00,41.9265,41.929,41.8505,41.855
2019-02-15 16:26:00,41.8555,41.8955,41.8505,41.874
2019-02-15 16:27:00,41.876,41.8885,41.847,41.8475
2019-02-15 16:28:00,41.8475,41.857,41.7915,41.8125
2019-02-15 16:29:00,41.8125,41.828,41.7775,41.7775
2019-02-15 16:30:00,41.787,41.8225,41.757,41.8225
2019-02-15 16:31:00,41.8235,41.8395,41.8225,41.8395
2019-02-15 16:32:00,41.837,41.845,41.8295,41.835
2019-02-15 16:33:00,41.835,41.8385,41.8315,41.8335
2019-02-15 16:34:00,41.8335,41.8735,41.8205,41.8705
2019-02-15 16:35:00,41.8705,41.8915,41.8505,41.877
2019-02-15 16:36:00,41.879,41.8795,41.8575,41.8585
2019-02-15 16:37:00,41.8585,41.8585,41.783,41.784
2019-02-15 16:38:00,41.7785,41.7785,41.7275,41.754
2019-02-15 16:39:00,41.754,41.839,41.754,41.8215
2019-02-15 16:40:00,41.817,41.8375,41.7995,41.8185
2019-02-15 16:41:00,41.8185,41.8225,41.806,41.8075
2019-02-15 16:42:00,41.8075,41.8105,41.754,41.7985
2019-02-15 16:43:00,41.798,41.798,41.757,41.76
2019-02-15 16:44:00,41.76,41.805,41.76,41.8045
2019-02-15 16:45:00,41.8045,41.8325,41.8045,41.8325
2019-02-15 16:46:00,41.832,41.88,41.8245,41.873
2019-02-15 16:47:00,41.8735,41.9565,41.8735,41.8995
2019-02-15 16:48:00,41.899,41.9505,41.898,41.947
2019-02-15 16:49:00,41.9465,41.977,41.8615,41.8615
2019-02-15 16:50:00,41.8485,41.872,41.8485,41.8555
2019-02-15 16:51:00,41.8555,41.8555,41.806,41.806
2019-02-15 16:52:00,41.8075,41.822,41.758,41.758
2019-02-15 16:53:00,41.759,41.765,41.673,41.7195
2019-02-15 16:54:00,41.7195,41.7295,41.697,41.718
2019-02-15 16:55:00,41.718,41.722,41.6935,41.701
2019-02-15 16:56:00,41.7015,41.708,41.5485,41.5985
2019-02-15 16:57:00,41.5985,41.6445,41.545,41.548
2019-02-15 16:58:00,41.548,41.637,41.548,41.605
2019-02-15 16:59:00,41.605,41.6675,41.605,41.6675
2019-02-15 17:00:00,41.668,41.6805,41.628,41.6665
2019-02-15 17:01:00,41.6665,41.7425,41.6665,41.716
2019-02-15 17:02:00,41.7115,41.7335,41.7105,41.7265
2019-02-15 17:03:00,41.7265,41.732,41.7045,41.7125
2019-02-15 17:04:00,41.7125,41.715,41.694,41.6975
2019-02-15 17:05:00,41.7,41.761,41.7,41.7585
2019-02-15 17:06:00,41.759,41.805,41.7565,41.7885
2019-02-15 17:07:00,41.8035,41.8145,41.73,41.738
2019-02-15 17:08:00,41.7265,41.7265,41.641,41.6415
2019-02-15 17:09:00,41.6415,41.6605,41.595,41.6245
2019-02-15 17:10:00,41.624,41.6345,41.5955,41.6255
2019-02-15 17:11:00,41.6255,41.6305,41.6225,41.6305
2019-02-15 17:12:00,41.6305,41.6825,41.5975,41.6825
2019-02-15 17:13:00,41.6855,41.7065,41.6815,41.7025
2019-02-15 17:14:00,41.704,41.7385,41.702,41.7165
2019-02-15 17:15:00,41.7115,41.712,41.6715,41.675
2019-02-15 17:16:00,41.675,41.684,41.675,41.681
2019-02-15 17:17:00,41.681,41.7075,41.6805,41.7075
2019-02-15 17:18:00,41.7075,41.7095,41.662,41.662
2019-02-15 17:19:00,41.662,41.6845,41.6585,41.6655
2019-02-15 17:20:00,41.6655,41.7435,41.6655,41.739
2019-02-15 17:21:00,41.739,41.7425,41.629,41.6405
2019-02-15 17:22:00,41.6405,41.6695,41.6405,41.657
2019-02-15 17:23:00,41.657,41.6685,41.5415,41.579
2019-02-15 17:24:00,41.5795,41.582,41.555,41.57
2019-02-15 17:25:00,41.5655,41.6195,41.5575,41.6175
2019-02-15 17:26:00,41.619,41.62,41.5335,41.5725
2019-02-15 17:27:00,41.5695,41.5915,41.5385,41.5815
2019-02-15 17:28:00,41.5815,41.59,41.556,41.5605
2019-02-15 17:29:00,41.5605,41.5655,41.554,41.565
2019-02-15 17:30:00,41.565,41.637,41.565,41.637
2019-02-15 17:31:00,41.6325,41.6485,41.6325,41.642
2019-02-15 17:32:00,41.6415,41.6445,41.633,41.634
2019-02-15 17:33:00,41.634,41.688,41.634,41.688
2019-02-15 17:34:00,41.692,41.709,41.6795,41.709
2019-02-15 17:35:00,41.709,41.7465,41.709,41.7255
2019-02-15 17:36:00,41.7255,41.7335,41.6705,41.6725
2019-02-15 17:37:00,41.6725,41.6725,41.6385,41.644
2019-02-15 17:38:00,41.644,41.688,41.6145,41.6865
2019-02-15 17:39:00,41.6865,41.69,41.646,41.6655
2019-02-15 17:40:00,41.666,41.677,41.6465,41.6465
2019-02-15 17:41:00,41.6465,41.664,41.6465,41.656
2019-02-15 17:42:00,41.6555,41.657,41.6445,41.6555
2019-02-15 17:43:00,41.6585,41.6695,41.657,41.6585
2019-02-15 17:44:00,41.6585,41.6605,41.6095,41.6105
2019-02-15 17:45:00,41.6105,41.6155,41.584,41.6145
2019-02-15 17:46:00,41.6145,41.638,41.6145,41.6305
2019-02-15 17:47:00,41.632,41.657,41.632,41.6445
2019-02-15 17:48:00,41.644,41.6595,41.6435,41.6495
2019-02-15 17:49:00,41.6495,41.6495,41.627,41.641
2019-02-15 17:50:00,41.6415,41.659,41.626,41.659
2019-02-15 17:51:00,41.659,41.6885,41.6585,41.668
2019-02-15 17:52:00,41.668,41.691,41.662,41.689
2019-02-15 17:53:00,41.6935,41.7485,41.6935,41.6965
2019-02-15 17:54:00,41.696,41.697,41.6655,41.67
2019-02-15 17:55:00,41.6655,41.666,41.6195,41.635
2019-02-15 17:56:00,41.635,41.6355,41.539,41.539
2019-02-15 17:57:00,41.5395,41.5415,41.501,41.5315
2019-02-15 17:58:00,41.5385,41.6175,41.5315,41.5665
2019-02-15 17:59:00,41.5665,41.5665,41.5055,41.5345
2019-02-15 18:00:00,41.5345,41.5785,41.5345,41.5785
2019-02-15 18:01:00,41.5905,41.5905,41.543,41.585
2019-02-15 18:02:00,41.5855,41.6235,41.5805,41.6095
2019-02-15 18:03:00,41.6095,41.613,41.587,41.6005
2019-02-15 18:04:00,41.6005,41.605,41.6005,41.6025
2019-02-15 18:05:00,41.6025,41.604,41.548,41.5575
2019-02-15 18:06:00,41.558,41.558,41.2995,41.4045
2019-02-15 18:07:00,41.4035,41.4305,41.311,41.321
2019-02-15 18:08:00,41.3205,41.4215,41.316,41.3985
2019-02-15 18:09:00,41.393,41.524,41.378,41.481
2019-02-15 18:10:00,41.4815,41.486,41.452,41.4795
2019-02-15 18:11:00,41.4795,41.5595,41.4795,41.5595
2019-02-15 18:12:00,41.5595,41.5945,41.5525,41.5835
2019-02-15 18:13:01,41.61,41.6115,41.5925,41.601
2019-02-15 18:14:00,41.601,41.6045,41.525,41.537
2019-02-15 18:15:00,41.5375,41.5895,41.4985,41.502
2019-02-15 18:16:00,41.5025,41.6025,41.5025,41.554
2019-02-15 18:17:00,41.554,41.6065,41.538,41.6065
2019-02-15 18:18:00,41.598,41.6145,41.5795,41.5985
2019-02-15 18:19:00,41.593,41.6115,41.593,41.6115
2019-02-15 18:20:00,41.6105,41.618,41.6005,41.618
2019-02-15 18:21:00,41.618,41.7085,41.61,41.7015
2019-02-15 18:22:00,41.7015,41.7145,41.675,41.6875
2019-02-15 18:23:00,41.6885,41.6885,41.641,41.668
2019-02-15 18:24:00,41.668,41.6905,41.6525,41.6735
2019-02-15 18:25:00,41.6715,41.6715,41.647,41.6535
2019-02-15 18:26:00,41.6535,41.6535,41.6335,41.646
2019-02-15 18:27:00,41.6455,41.6685,41.6375,41.6685
2019-02-15 18:28:00,41.6685,41.7035,41.668,41.6835
2019-02-15 18:29:00,41.6835,41.7025,41.674,41.681
2019-02-15 18:30:00,41.6825,41.695,41.674,41.689
2019-02-15 18:31:00,41.6875,41.7485,41.686,41.747
2019-02-15 18:32:00,41.747,41.7475,41.73,41.7445
2019-02-15 18:33:00,41.7445,41.749,41.7355,41.7355
2019-02-15 18:34:00,41.7355,41.7385,41.695,41.6955
2019-02-15 18:35:00,41.6945,41.723,41.6945,41.7155
2019-02-15 18:36:00,41.7155,41.716,41.6845,41.6845
2019-02-15 18:37:00,41.684,41.7165,41.677,41.6915
2019-02-15 18:38:00,41.692,41.7175,41.6745,41.6985
2019-02-15 18:39:00,41.6995,41.6995,41.697,41.6995
2019-02-15 18:40:00,41.6995,41.6995,41.679,41.6945
2019-02-15 18:41:00,41.6945,41.6995,41.6945,41.6995
2019-02-15 18:42:00,41.6995,41.7305,41.6995,41.7215
2019-02-15 18:43:00,41.722,41.739,41.722,41.735
2019-02-15 18:44:00,41.7355,41.739,41.7335,41.736
2019-02-15 18:45:00,41.736,41.752,41.735,41.752
2019-02-15 18:46:00,41.752,41.776,41.752,41.764
2019-02-15 18:47:00,41.7635,41.7665,41.729,41.73
2019-02-15 18:48:00,41.7285,41.816,41.7265,41.7645
2019-02-15 18:49:00,41.7645,41.773,41.744,41.7485
2019-02-15 18:50:00,41.7485,41.765,41.7485,41.76
2019-02-15 18:51:00,41.76,41.7655,41.7485,41.7655
2019-02-15 18:52:00,41.765,41.861,41.765,41.861
2019-02-15 18:53:00,41.8655,41.894,41.7985,41.816
2019-02-15 18:54:00,41.819,41.863,41.8145,41.8295
2019-02-15 18:55:00,41.83,41.883,41.83,41.883
2019-02-15 18:56:00,41.883,41.9035,41.873,41.8935
2019-02-15 18:57:00,41.894,41.894,41.8375,41.8535
2019-02-15 18:58:00,41.8535,41.855,41.8465,41.853
2019-02-15 18:59:00,41.853,41.906,41.85,41.896
2019-02-15 19:00:00,41.8985,41.9515,41.8965,41.919
2019-02-15 19:01:00,41.9195,41.9465,41.9035,41.9035
2019-02-15 19:02:00,41.904,41.9545,41.881,41.9135
2019-02-15 19:03:00,41.9135,41.9605,41.911,41.9455
2019-02-15 19:04:00,41.946,42.1775,41.9435,42.0165
2019-02-15 19:05:00,42.016,42.088,41.9935,42.018
2019-02-15 19:06:00,42.0505,42.0745,41.959,42.0155
2019-02-15 19:07:00,42.015,42.015,41.967,41.9795
2019-02-15 19:08:00,41.9775,41.9815,41.9135,41.9155
2019-02-15 19:09:00,41.9155,41.9925,41.9155,41.991
2019-02-15 19:10:00,41.991,41.991,41.9245,41.9425
2019-02-15 19:11:00,41.942,41.942,41.9045,41.9045
2019-02-15 19:12:00,41.9045,41.905,41.8425,41.892
2019-02-15 19:13:00,41.892,41.893,41.812,41.8145
2019-02-15 19:14:00,41.818,41.8505,41.786,41.786
2019-02-15 19:15:00,41.786,41.848,41.786,41.8255
2019-02-15 19:16:00,41.8255,41.884,41.8255,41.85
2019-02-15 19:17:00,41.85,41.8535,41.8245,41.847
2019-02-15 19:18:00,41.8475,41.923,41.8415,41.884
2019-02-15 19:19:00,41.884,41.8865,41.8495,41.8725
2019-02-15 19:20:00,41.8725,41.9025,41.8715,41.879
2019-02-15 19:21:00,41.879,41.9015,41.847,41.8985
2019-02-15 19:22:00,41.898,41.898,41.824,41.824
2019-02-15 19:23:00,41.8195,41.8195,41.723,41.723
2019-02-15 19:24:00,41.723,41.761,41.7035,41.748
2019-02-15 19:25:00,41.748,41.809,41.747,41.787
2019-02-15 19:26:00,41.787,41.803,41.7505,41.7945
2019-02-15 19:27:00,41.803,41.813,41.788,41.794
2019-02-15 19:28:00,41.794,41.794,41.6905,41.7135
2019-02-15 19:29:00,41.7155,41.7285,41.6405,41.678
2019-02-15 19:30:00,41.678,41.7125,41.652,41.7125
2019-02-15 19:31:00,41.714,41.7505,41.705,41.7295
2019-02-15 19:32:00,41.7295,41.741,41.7295,41.7365
2019-02-15 19:33:00,41.7365,41.7415,41.7325,41.7325
2019-02-15 19:34:00,41.7325,41.737,41.7065,41.725
2019-02-15 19:35:00,41.725,41.742,41.725,41.7325
2019-02-15 19:36:00,41.7345,41.7365,41.728,41.7285
2019-02-15 19:37:00,41.7285,41.7325,41.7075,41.721
2019-02-15 19:38:00,41.721,41.7575,41.721,41.7425
2019-02-15 19:39:00,41.7425,41.7445,41.6985,41.6985
2019-02-15 19:40:00,41.7135,41.7135,41.655,41.6945
2019-02-15 19:41:00,41.6945,41.728,41.6015,41.652
2019-02-15 19:42:00,41.6515,41.6555,41.6275,41.647
2019-02-15 19:43:00,41.6465,41.648,41.605,41.6055
2019-02-15 19:44:00,41.6055,41.616,41.5765,41.6155
2019-02-15 19:45:00,41.615,41.6215,41.5475,41.57
2019-02-15 19:46:00,41.57,41.575,41.427,41.463
2019-02-15 19:47:00,41.4635,41.649,41.4635,41.5895
2019-02-15 19:48:00,41.5915,41.613,41.571,41.584
2019-02-15 19:49:00,41.5905,41.6515,41.5905,41.651
2019-02-15 19:50:00,41.651,41.6515,41.6155,41.617
2019-02-15 19:51:00,41.618,41.6755,41.617,41.675
2019-02-15 19:52:00,41.6755,41.6755,41.6175,41.631
2019-02-15 19:53:00,41.631,41.631,41.4505,41.485
2019-02-15 19:54:00,41.4875,41.526,41.4575,41.499
2019-02-15 19:55:00,41.499,41.548,41.484,41.5195
2019-02-15 19:56:00,41.5195,41.604,41.5195,41.566
2019-02-15 19:57:00,41.566,41.5835,41.5405,41.562
2019-02-15 19:58:00,41.5615,41.5985,41.5595,41.5855
2019-02-15 19:59:00,41.5855,41.697,41.578,41.6685
2019-02-15 20:00:00,41.6665,41.6665,41.6205,41.64
2019-02-15 20:01:00,41.6395,41.6495,41.599,41.599
2019-02-15 20:02:00,41.5985,41.647,41.58,41.6345
2019-02-15 20:03:00,41.6345,41.6765,41.6345,41.6495
2019-02-15 20:04:00,41.6495,41.6645,41.6485,41.6605
2019-02-15 20:05:00,41.6605,41.6605,41.6425,41.6605
2019-02-15 20:06:00,41.6605,41.6605,41.6425,41.6485
2019-02-15 20:07:00,41.6485,41.6495,41.62,41.62
2019-02-15 20:08:00,41.62,41.6685,41.6175,41.659
2019-02-15 20:09:00,41.659,41.6845,41.6585,41.6845
2019-02-15 20:10:00,41.6845,41.6855,41.6115,41.6135
2019-02-15 20:11:00,41.6145,41.67,41.6145,41.6495
2019-02-15 20:12:00,41.6465,41.6465,41.622,41.6345
2019-02-15 20:13:00,41.634,41.637,41.615,41.637
2019-02-15 20:14:00,41.637,41.6455,41.6365,41.6435
2019-02-15 20:15:00,41.6445,41.6465,41.637,41.6415
2019-02-15 20:16:00,41.6415,41.716,41.6415,41.716
2019-02-15 20:17:00,41.7235,41.7405,41.708,41.727
2019-02-15 20:18:00,41.727,41.741,41.7035,41.7215
2019-02-15 20:19:00,41.722,41.752,41.722,41.7255
2019-02-15 20:20:00,41.7255,41.728,41.6915,41.6935
2019-02-15 20:21:00,41.6945,41.7145,41.6945,41.7145
2019-02-15 20:22:00,41.7145,41.7565,41.7145,41.7565
2019-02-15 20:23:00,41.7565,41.7565,41.7045,41.7045
2019-02-15 20:24:00,41.702,41.7105,41.6785,41.696
2019-02-15 20:25:00,41.696,41.696,41.6865,41.692
2019-02-15 20:26:00,41.6925,41.7115,41.69,41.7055
2019-02-15 20:27:00,41.706,41.715,41.7025,41.715
2019-02-15 20:28:00,41.715,41.7155,41.713,41.714
2019-02-15 20:29:00,41.714,41.7405,41.714,41.7295
2019-02-15 20:30:00,41.7265,41.7285,41.701,41.7105
2019-02-15 20:31:00,41.7155,41.7805,41.711,41.7805
2019-02-15 20:32:00,41.78,41.801,41.772,41.7885
2019-02-15 20:33:00,41.7885,41.832,41.7885,41.8165
2019-02-15 20:34:00,41.8165,41.857,41.802,41.8065
2019-02-15 20:35:00,41.808,41.934,41.808,41.9225
2019-02-15 20:36:00,41.923,41.959,41.8845,41.9415
2019-02-15 20:37:00,41.9415,41.9775,41.904,41.9385
2019-02-15 20:38:00,41.9395,42.141,41.933,42.0815
2019-02-15 20:39:00,42.0815,42.1385,42.0605,42.073
2019-02-15 20:40:00,42.08,42.082,41.989,41.989
2019-02-15 20:41:00,41.9895,41.99,41.9165,41.9445
2019-02-15 20:42:00,41.9445,41.9955,41.923,41.995
2019-02-15 20:43:00,41.9955,42.002,41.925,41.952
2019-02-15 20:44:00,41.952,42.001,41.952,41.9625
2019-02-15 20:45:00,41.962,41.9975,41.962,41.9945
2019-02-15 20:46:00,41.9925,42.0305,41.9895,42.002
2019-02-15 20:47:00,42.0015,42.003,41.9225,41.924
2019-02-15 20:48:00,41.9235,41.9235,41.8315,41.873
2019-02-15 20:49:00,41.8735,41.8815,41.8715,41.879
2019-02-15 20:50:00,41.879,41.925,41.879,41.9105
2019-02-15 20:51:00,41.909,41.932,41.8805,41.9315
2019-02-15 20:52:00,41.9315,41.9895,41.9315,41.968
2019-02-15 20:53:00,41.967,41.9815,41.9325,41.9395
2019-02-15 20:54:00,41.937,41.967,41.9305,41.966
2019-02-15 20:55:00,41.9655,42.0475,41.964,42.0355
2019-02-15 20:56:00,42.0345,42.0435,41.9705,41.971
2019-02-15 20:57:00,41.971,41.9745,41.9595,41.9715
2019-02-15 20:58:00,41.9715,41.989,41.9715,41.986
2019-02-15 20:59:00,41.986,41.9965,41.9855,41.9965
2019-02-15 21:00:00,41.9965,42.0785,41.9965,42.0725
2019-02-15 21:01:00,42.07,42.0785,42.0055,42.0055
2019-02-15 21:02:00,41.9885,42.0045,41.9505,41.962
2019-02-15 21:03:00,41.962,41.962,41.919,41.9395
2019-02-15 21:04:00,41.935,41.974,41.9195,41.967
2019-02-15 21:05:00,41.966,42.0935,41.966,42.0595
2019-02-15 21:06:00,42.0595,42.0645,42.04,42.062
2019-02-15 21:07:00,42.062,42.166,42.0615,42.141
2019-02-15 21:08:00,42.141,42.1485,42.1085,42.1175
2019-02-15 21:09:00,42.1175,42.135,41.9905,41.9905
2019-02-15 21:10:00,41.99,41.997,41.9645,41.975
2019-02-15 21:11:00,41.9785,42.0235,41.9755,41.9845
2019-02-15 21:12:00,41.984,42.0125,41.978,41.996
2019-02-15 21:13:00,41.996,41.996,41.888,41.888
2019-02-15 21:14:00,41.888,41.9065,41.8315,41.902
2019-02-15 21:15:00,41.9025,41.9025,41.789,41.796
2019-02-15 21:16:00,41.796,41.8045,41.7465,41.804
2019-02-15 21:17:00,41.804,41.804,41.7335,41.8005
2019-02-15 21:18:00,41.8145,41.877,41.7885,41.851
2019-02-15 21:19:00,41.852,41.8525,41.8045,41.8185
2019-02-15 21:20:00,41.8185,41.8185,41.7705,41.7725
2019-02-15 21:21:00,41.772,41.773,41.703,41.7275
2019-02-15 21:22:00,41.725,41.7365,41.6935,41.735
2019-02-15 21:23:00,41.735,41.782,41.7235,41.7815
2019-02-15 21:24:00,41.782,41.8155,41.7595,41.815
2019-02-15 21:25:00,41.815,41.865,41.7775,41.81
2019-02-15 21:26:00,41.8105,41.901,41.8105,41.8905
2019-02-15 21:27:00,41.8905,41.8995,41.84,41.8605
2019-02-15 21:28:00,41.861,41.933,41.861,41.9315
2019-02-15 21:29:00,41.933,41.9615,41.9105,41.9105
2019-02-15 21:30:00,41.9095,41.9345,41.884,41.884
2019-02-15 21:31:00,41.8835,41.9365,41.879,41.921
2019-02-15 21:32:00,41.921,41.9415,41.9055,41.9195
2019-02-15 21:33:00,41.9195,41.96,41.9035,41.9035
2019-02-15 21:34:00,41.9035,41.9035,41.8445,41.898
2019-02-15 21:35:00,41.898,41.898,41.8825,41.892
2019-02-15 21:36:00,41.891,41.892,41.7805,41.7805
2019-02-15 21:37:00,41.7805,41.781,41.724,41.7295
2019-02-15 21:38:00,41.726,41.743,41.7215,41.728
2019-02-15 21:39:00,41.728,41.755,41.725,41.755
2019-02-15 21:40:00,41.7555,41.757,41.7245,41.757
2019-02-15 21:41:00,41.757,41.821,41.7435,41.806
2019-02-15 21:42:00,41.8065,41.838,41.8055,41.8335
2019-02-15 21:43:00,41.8335,41.8935,41.828,41.891
2019-02-15 21:44:00,41.891,41.9595,41.8595,41.8595
2019-02-15 21:45:00,41.8585,41.885,41.855,41.883
2019-02-15 21:46:00,41.883,41.883,41.7945,41.87
2019-02-15 21:47:00,41.872,41.8805,41.84,41.8575
2019-02-15 21:48:00,41.858,41.8915,41.8465,41.852
2019-02-15 21:49:00,41.852,41.943,41.851,41.9235
2019-02-15 21:50:00,41.9235,41.9605,41.913,41.9605
2019-02-15 21:51:00,41.9605,41.999,41.9605,41.9845
2019-02-15 21:52:00,41.9845,41.991,41.9485,41.981
2019-02-15 21:53:00,41.981,42.0125,41.967,41.9865
2019-02-15 21:54:00,41.986,41.986,41.9025,41.9325
2019-02-15 21:55:00,41.9325,41.97,41.9325,41.969
2019-02-15 21:56:00,41.9695,42.059,41.9695,42.059
2019-02-15 21:57:00,42.0585,42.086,42.028,42.042
2019-02-15 21:58:00,42.04,42.0925,42.01,42.0925
2019-02-15 21:59:00,42.0925,42.0925,42.044,42.06
